"name","hp","atk","def","spa","spd","spe","weight","height","type1","type2","ability1","ability2","ability3","ability4","Normal_def","Fighting_def","Flying_def","Poison_def","Ground_def","Rock_def","Bug_def","Ghost_def","Steel_def","Fire_def","Water_def","Grass_def","Electric_def","Psychic_def","Ice_def","Dragon_def","Dark_def","Fairy_def"
"Thundurus",79,115,70,125,80,111,61,1.5,"Electric","Flying","Defiant","Prankster","None","None",4,2,2,4,0,8,2,4,2,4,4,2,4,4,8,4,4,4
"Thundurus-Therian",79,105,70,145,80,101,61,3,"Electric","Flying","Volt Absorb","None","None","None",4,2,2,4,0,8,2,4,2,4,4,2,4,4,8,4,4,4
"Timburr",75,80,55,25,35,35,12.5,0.6,"Fighting","None","Guts","Iron Fist","Sheer Force","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Tirtouga",54,78,103,53,45,22,16.5,0.7,"Water","Rock","Solid Rock","Sturdy","Swift Swim","None",2,8,2,2,8,4,4,4,4,1,4,16,8,4,2,4,4,4
"Togedemaru",65,98,63,40,73,96,3.3,0.3,"Electric","Steel","Iron Barbs","Lightning Rod","Sturdy","None",2,8,1,0,16,2,2,4,1,8,4,2,2,2,2,2,4,2
"Togekiss",85,50,95,120,115,80,38,1.5,"Fairy","Flying","Hustle","Serene Grace","Super Luck","None",4,1,4,8,0,8,1,4,8,4,4,2,8,4,8,0,2,4
"Togepi",35,20,65,40,65,20,1.5,0.3,"Fairy","None","Hustle","Serene Grace","Super Luck","None",4,2,4,8,4,4,2,4,8,4,4,4,4,4,4,0,2,4
"Togetic",55,40,85,80,105,40,3.2,0.6,"Fairy","Flying","Hustle","Serene Grace","Super Luck","None",4,1,4,8,0,8,1,4,8,4,4,2,8,4,8,0,2,4
"Torchic",45,60,40,70,50,45,2.5,0.4,"Fire","None","Blaze","Speed Boost","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Torkoal",70,85,140,85,70,20,80.4,0.5,"Fire","None","Drought","Shell Armor","White Smoke","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Tornadus",79,115,70,125,80,111,63,1.5,"Flying","None","Defiant","Prankster","None","None",4,2,4,4,0,8,2,4,4,4,4,2,8,4,8,4,4,4
"Tornadus-Therian",79,100,80,110,90,121,63,1.4,"Flying","None","Regenerator","None","None","None",4,2,4,4,0,8,2,4,4,4,4,2,8,4,8,4,4,4
"Torracat",65,85,50,80,50,90,25,0.7,"Fire","None","Blaze","Intimidate","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Torterra",95,109,105,75,85,56,310,2.2,"Grass","Ground","Overgrow","Shell Armor","None","None",4,4,8,4,2,2,8,4,4,8,4,4,0,4,16,4,4,4
"Totodile",50,65,64,44,48,43,9.5,0.6,"Water","None","Sheer Force","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Toucannon",80,120,75,75,75,60,26,1.1,"Normal","Flying","Keen Eye","Sheer Force","Skill Link","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Toxapex",50,63,152,53,142,35,14.5,0.7,"Poison","Water","Limber","Merciless","Regenerator","None",4,2,4,2,8,4,2,4,2,2,2,4,8,8,2,4,4,2
"Toxicroak",83,106,65,86,65,85,44.4,1.3,"Poison","Fighting","Anticipation","Dry Skin","Poison Touch","None",4,2,8,2,8,2,1,4,4,4,4,2,4,16,4,4,2,4
"Tranquill",62,77,62,50,42,65,15,0.6,"Normal","Flying","Big Pecks","Rivalry","Super Luck","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Trapinch",45,100,45,45,45,10,15,0.7,"Ground","None","Arena Trap","Hyper Cutter","Sheer Force","None",4,4,4,2,4,2,4,4,4,4,8,8,0,4,8,4,4,4
"Treecko",40,45,35,65,55,70,5,0.5,"Grass","None","Overgrow","Unburden","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Trevenant",85,110,76,65,82,56,71,1.5,"Ghost","Grass","Frisk","Harvest","Natural Cure","None",0,0,8,4,2,4,4,8,4,8,2,2,2,4,8,4,8,4
"Tropius",99,68,83,72,87,51,100,2,"Grass","Flying","Chlorophyll","Harvest","Solar Power","None",4,2,8,8,0,8,4,4,4,8,2,1,4,4,16,4,4,4
"Trubbish",50,50,62,40,62,65,31,0.6,"Poison","None","Aftermath","Stench","Sticky Hold","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Trumbeak",55,85,50,40,50,75,14.8,0.6,"Normal","Flying","Keen Eye","Pickup","Skill Link","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Tsareena",72,120,98,50,98,72,21.4,1.2,"Grass","None","Leaf Guard","Queenly Majesty","Sweet Veil","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Turtonator",60,78,135,91,85,36,212,2,"Fire","Dragon","Shell Armor","None","None","None",4,4,4,4,8,8,2,4,2,1,4,1,2,4,4,8,4,4
"Turtwig",55,68,64,45,55,31,10.2,0.4,"Grass","None","Overgrow","Shell Armor","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Tympole",50,50,40,50,40,64,4.5,0.5,"Water","None","Hydration","Swift Swim","Water Absorb","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Tynamo",35,55,40,45,40,60,0.3,0.2,"Electric","None","Levitate","None","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Type Null",95,95,95,95,95,59,120.5,1.9,"Normal","None","Battle Armor","None","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Typhlosion",78,84,78,109,85,100,79.5,1.7,"Fire","None","Blaze","Flash Fire","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Tyranitar",100,134,110,95,100,61,202,2,"Rock","Dark","Sand Stream","Unnerve","None","None",2,16,2,2,8,4,8,2,8,2,8,8,4,0,4,4,2,8
"Tyrantrum",82,121,119,69,59,71,270,2.5,"Rock","Dragon","Rock Head","Strong Jaw","None","None",2,8,2,2,8,4,4,4,8,1,4,4,2,4,8,8,4,8
"Tyrogue",35,35,35,35,35,35,21,0.7,"Fighting","None","Guts","Steadfast","Vital Spirit","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Tyrunt",58,89,77,45,45,48,26,0.8,"Rock","Dragon","Strong Jaw","Sturdy","None","None",2,8,2,2,8,4,4,4,8,1,4,4,2,4,8,8,4,8
"Umbreon",95,65,110,60,130,65,27,1,"Dark","None","Inner Focus","Synchronize","None","None",4,8,4,4,4,4,8,2,4,4,4,4,4,0,4,4,2,8
"Unfezant",80,115,80,65,55,93,29,1.2,"Normal","Flying","Big Pecks","Rivalry","Super Luck","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Unown",48,72,48,72,48,48,5,0.5,"Psychic","None","Levitate","None","None","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Ursaring",90,130,75,75,75,55,125.8,1.8,"Normal","None","Guts","Quick Feet","Unnerve","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Uxie",75,75,130,75,130,95,0.3,0.3,"Psychic","None","Levitate","None","None","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Vanillish",51,65,65,80,75,59,41,1.1,"Ice","None","Ice Body","Snow Cloak","Weak Armor","None",4,8,4,4,4,8,4,4,8,8,4,4,4,4,2,4,4,4
"Vanillite",36,50,50,65,60,44,5.7,0.4,"Ice","None","Ice Body","Snow Cloak","Weak Armor","None",4,8,4,4,4,8,4,4,8,8,4,4,4,4,2,4,4,4
"Vanilluxe",71,95,85,110,95,79,57.5,1.3,"Ice","None","Ice Body","Snow Warning","Weak Armor","None",4,8,4,4,4,8,4,4,8,8,4,4,4,4,2,4,4,4
"Vaporeon",130,65,60,110,95,65,29,1,"Water","None","Hydration","Water Absorb","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Venipede",30,45,59,30,39,57,5.3,0.4,"Bug","Poison","Poison Point","Speed Boost","Swarm","None",4,1,8,2,4,8,2,4,4,8,4,1,4,8,4,4,4,2
"Venomoth",70,65,60,90,75,90,12.5,1.5,"Bug","Poison","Shield Dust","Tinted Lens","Wonder Skin","None",4,1,8,2,4,8,2,4,4,8,4,1,4,8,4,4,4,2
"Venonat",60,55,50,40,55,45,30,1,"Bug","Poison","Compound Eyes","Run Away","Tinted Lens","None",4,1,8,2,4,8,2,4,4,8,4,1,4,8,4,4,4,2
"Venusaur",80,82,83,100,100,80,100,2,"Grass","Poison","Chlorophyll","Overgrow","None","None",4,2,8,4,4,4,4,4,4,8,2,1,2,8,8,4,4,2
"Vespiquen",70,80,102,80,102,40,38.5,1.2,"Bug","Flying","Pressure","Unnerve","None","None",4,1,8,4,0,16,2,4,4,8,4,1,8,4,8,4,4,4
"Vibrava",50,70,50,50,50,70,15.3,1.1,"Ground","Dragon","Levitate","None","None","None",4,4,4,2,4,2,4,4,4,2,4,4,0,4,16,8,4,8
"Victini",100,100,100,100,100,100,4,0.4,"Psychic","Fire","Victory Star","None","None","None",4,2,4,4,8,8,4,8,2,2,8,2,4,2,2,4,8,2
"Victreebel",80,105,65,100,70,70,15.5,1.7,"Grass","Poison","Chlorophyll","Gluttony","None","None",4,2,8,4,4,4,4,4,4,8,2,1,2,8,8,4,4,2
"Vigoroth",80,80,80,55,55,90,46.5,1.4,"Normal","None","Vital Spirit","None","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Vikavolt",77,70,90,145,75,43,45,1.5,"Bug","Electric","Levitate","None","None","None",4,2,4,4,4,8,4,4,2,8,4,2,2,4,4,4,4,4
"Vileplume",75,80,85,110,90,50,18.6,1.2,"Grass","Poison","Chlorophyll","Effect Spore","None","None",4,2,8,4,4,4,4,4,4,8,2,1,2,8,8,4,4,2
"Virizion",91,90,72,90,129,108,200,2,"Grass","Fighting","Justified","None","None","None",4,4,16,8,2,2,4,4,4,8,2,2,2,8,8,4,2,8
"Vivillon",80,52,50,90,50,89,17,1.2,"Bug","Flying","Compound Eyes","Friend Guard","Shield Dust","None",4,1,8,4,0,16,2,4,4,8,4,1,8,4,8,4,4,4
"Volbeat",65,73,75,47,85,85,17.7,0.7,"Bug","None","Illuminate","Prankster","Swarm","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Volcanion",80,110,120,130,90,70,195,1.7,"Fire","Water","Water Absorb","None","None","None",4,4,4,4,8,8,2,4,1,1,4,4,8,4,1,4,4,2
"Volcarona",85,60,65,135,105,100,46,1.6,"Bug","Fire","Flame Body","Swarm","None","None",4,2,8,4,4,16,2,4,2,4,8,1,4,4,2,4,4,2
"Voltorb",40,30,50,55,55,100,10.4,0.5,"Electric","None","Aftermath","Soundproof","Static","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Vullaby",70,55,75,45,65,60,9,0.5,"Dark","Flying","Big Pecks","Overcoat","Weak Armor","None",4,4,4,4,0,8,4,2,4,4,4,2,8,0,8,4,2,8
"Vulpix",38,41,40,50,65,65,9.9,0.6,"Fire","None","Drought","Flash Fire","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Vulpix-Alola",38,41,40,50,65,65,9.9,0.6,"Ice","None","Snow Cloak","Snow Warning","None","None",4,8,4,4,4,8,4,4,8,8,4,4,4,4,2,4,4,4
"Wailmer",130,70,35,70,35,60,130,2,"Water","None","Oblivious","Pressure","Water Veil","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Wailord",170,90,45,90,45,60,398,14.5,"Water","None","Oblivious","Pressure","Water Veil","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Walrein",110,80,90,95,90,65,150.6,1.4,"Ice","Water","Ice Body","Oblivious","Thick Fat","None",4,8,4,4,4,8,4,4,4,4,2,8,8,4,1,4,4,4
"Wartortle",59,63,80,65,80,58,22.5,1,"Water","None","Rain Dish","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Watchog",60,85,69,60,69,77,27,1.1,"Normal","None","Analytic","Illuminate","Keen Eye","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Weavile",70,120,65,45,85,125,34,1.1,"Dark","Ice","Pickpocket","Pressure","None","None",4,16,4,4,4,8,8,2,8,8,4,4,4,0,2,4,2,8
"Weedle",40,35,30,20,20,50,3.2,0.3,"Bug","Poison","Run Away","Shield Dust","None","None",4,1,8,2,4,8,2,4,4,8,4,1,4,8,4,4,4,2
"Weepinbell",65,90,50,85,45,55,6.4,1,"Grass","Poison","Chlorophyll","Gluttony","None","None",4,2,8,4,4,4,4,4,4,8,2,1,2,8,8,4,4,2
"Weezing",65,90,120,85,70,60,9.5,1.2,"Poison","None","Levitate","None","None","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Whimsicott",60,67,85,77,75,116,6.6,0.7,"Grass","Fairy","Chlorophyll","Infiltrator","Prankster","None",4,2,8,16,2,4,4,4,8,8,2,2,2,4,8,0,2,4
"Whirlipede",40,55,99,40,79,47,58.5,1.2,"Bug","Poison","Poison Point","Speed Boost","Swarm","None",4,1,8,2,4,8,2,4,4,8,4,1,4,8,4,4,4,2
"Whiscash",110,78,73,76,71,60,23.6,0.9,"Water","Ground","Anticipation","Hydration","Oblivious","None",4,4,4,2,4,2,4,4,2,2,4,16,0,4,4,4,4,4
"Whismur",64,51,23,51,23,28,16.3,0.6,"Normal","None","Rattled","Soundproof","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Wigglytuff",140,70,45,85,50,45,12,1,"Normal","Fairy","Competitive","Cute Charm","Frisk","None",4,4,4,8,4,4,2,0,8,4,4,4,4,4,4,0,2,4
"Wimpod",25,35,40,20,30,80,12,0.5,"Bug","Water","Wimp Out","None","None","None",4,2,8,4,2,8,4,4,2,4,2,4,8,4,2,4,4,4
"Wingull",40,30,30,55,30,85,9.5,0.6,"Water","Flying","Hydration","Keen Eye","Rain Dish","None",4,2,4,4,0,8,2,4,2,2,2,4,16,4,4,4,4,4
"Wishiwashi",45,20,20,25,25,40,0.3,0.2,"Water","None","Schooling","None","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Wobbuffet",190,33,58,33,58,33,28.5,1.3,"Psychic","None","Shadow Tag","Telepathy","None","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Woobat",65,45,43,55,43,72,2.1,0.4,"Psychic","Flying","Klutz","Simple","Unaware","None",4,1,4,4,0,8,4,8,4,4,4,2,8,2,8,4,8,4
"Wooper",55,45,45,25,25,15,8.5,0.4,"Water","Ground","Damp","Unaware","Water Absorb","None",4,4,4,2,4,2,4,4,2,2,4,16,0,4,4,4,4,4
"Wormadam",60,59,85,79,105,36,6.5,0.5,"Bug","Grass","Anticipation","Overcoat","None","None",4,2,16,8,1,8,8,4,4,16,2,1,2,4,8,4,4,4
"Wormadam-Sandy",60,79,105,59,85,36,6.5,0.5,"Bug","Ground","Anticipation","Overcoat","None","None",4,2,8,2,2,4,4,4,4,8,8,4,0,4,8,4,4,4
"Wormadam-Trash",60,69,95,69,95,36,6.5,0.5,"Bug","Steel","Anticipation","Overcoat","None","None",2,4,4,0,4,4,2,4,2,16,4,1,4,2,2,2,4,2
"Wurmple",45,45,35,20,30,20,3.6,0.3,"Bug","None","Run Away","Shield Dust","None","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Wynaut",95,23,48,23,48,23,14,0.6,"Psychic","None","Shadow Tag","Telepathy","None","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Xatu",65,75,70,95,70,95,15,1.5,"Psychic","Flying","Early Bird","Magic Bounce","Synchronize","None",4,1,4,4,0,8,4,8,4,4,4,2,8,2,8,4,8,4
"Xerneas",126,131,95,131,98,99,215,3,"Fairy","None","Fairy Aura","None","None","None",4,2,4,8,4,4,2,4,8,4,4,4,4,4,4,0,2,4
"Xurkitree",83,89,71,173,71,83,100,3.8,"Electric","None","Beast Boost","None","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Yamask",38,30,85,55,65,30,1.5,0.5,"Ghost","None","Mummy","None","None","None",0,0,4,2,4,4,2,8,4,4,4,4,4,4,4,4,8,4
"Yanma",65,65,45,75,45,95,38,1.2,"Bug","Flying","Compound Eyes","Frisk","Speed Boost","None",4,1,8,4,0,16,2,4,4,8,4,1,8,4,8,4,4,4
"Yanmega",86,76,86,116,56,95,51.5,1.9,"Bug","Flying","Frisk","Speed Boost","Tinted Lens","None",4,1,8,4,0,16,2,4,4,8,4,1,8,4,8,4,4,4
"Yungoos",48,70,30,30,30,45,6,0.4,"Normal","None","Adaptability","Stakeout","Strong Jaw","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Yveltal",126,131,95,131,98,99,203,5.8,"Dark","Flying","Dark Aura","None","None","None",4,4,4,4,0,8,4,2,4,4,4,2,8,0,8,4,2,8
"Zangoose",73,115,60,60,60,90,40.3,1.3,"Normal","None","Immunity","Toxic Boost","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Zapdos",90,90,85,125,90,100,52.6,1.6,"Electric","Flying","Pressure","Static","None","None",4,2,2,4,0,8,2,4,2,4,4,2,4,4,8,4,4,4
"Zebstrika",75,100,63,80,63,116,79.5,1.6,"Electric","None","Lightning Rod","Motor Drive","Sap Sipper","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Zekrom",100,150,120,120,100,90,345,2.9,"Dragon","Electric","Teravolt","None","None","None",4,4,2,4,8,4,4,4,2,2,2,2,1,4,8,8,4,8
"Zeraora",88,112,75,102,80,143,44.5,1.5,"Electric","None","Volt Absorb","None","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Zigzagoon",38,30,41,30,41,60,17.5,0.4,"Normal","None","Gluttony","Pickup","Quick Feet","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Zoroark",60,105,60,120,60,105,81.1,1.6,"Dark","None","Illusion","None","None","None",4,8,4,4,4,4,8,2,4,4,4,4,4,0,4,4,2,8
"Zorua",40,65,40,80,40,65,12.5,0.7,"Dark","None","Illusion","None","None","None",4,8,4,4,4,4,8,2,4,4,4,4,4,0,4,4,2,8
"Zubat",40,45,35,30,40,55,7.5,0.8,"Poison","Flying","Infiltrator","Inner Focus","None","None",4,1,4,2,0,8,1,4,4,4,4,1,8,8,8,4,4,2
"Zweilous",72,85,70,65,70,58,50,1.4,"Dark","Dragon","Hustle","None","None","None",4,8,4,4,4,4,8,2,4,2,2,2,2,0,8,8,2,16
"Zygarde",108,100,121,81,95,95,305,5,"Dragon","Ground","Aura Break","Power Construct","None","None",4,4,4,2,4,2,4,4,4,2,4,4,0,4,16,8,4,8
"Zygarde-10%",54,100,71,61,85,115,33.5,1.2,"Dragon","Ground","Aura Break","Power Construct","None","None",4,4,4,2,4,2,4,4,4,2,4,4,0,4,16,8,4,8
"Syclar",40,76,45,74,39,91,4,0.2,"Ice","Bug","Compound Eyes","Snow Cloak","None","None",4,4,8,4,2,16,4,4,8,16,4,2,4,4,2,4,4,4
"Syclant",70,116,70,114,64,121,52,1.7,"Ice","Bug","Compound Eyes","Ice Body","Mountaineer","None",4,4,8,4,2,16,4,4,8,16,4,2,4,4,2,4,4,4
"Revenankh",90,105,90,65,110,65,44,1.8,"Ghost","Fighting","Air Lock","Shed Skin","Triage","None",0,0,8,2,4,2,1,8,4,4,4,4,4,8,4,4,4,8
"Embirch",60,40,55,65,40,60,15,0.6,"Fire","Grass","Chlorophyll","Leaf Guard","Reckless","None",4,4,8,8,4,8,4,4,2,4,4,1,2,4,4,4,4,2
"Flarelm",90,50,95,75,70,40,73,1.4,"Fire","Grass","Battle Armor","Rock Head","White Smoke","None",4,4,8,8,4,8,4,4,2,4,4,1,2,4,4,4,4,2
"Pyroak",120,70,105,95,90,60,168,2.1,"Fire","Grass","Battle Armor","Rock Head","White Smoke","None",4,4,8,8,4,8,4,4,2,4,4,1,2,4,4,4,4,2
"Fidgit",95,76,109,90,80,105,53,0.9,"Poison","Ground","Frisk","Persistent","Vital Spirit","None",4,2,4,1,8,2,2,4,4,4,8,4,0,8,8,4,4,2
"Breezi",50,46,69,60,50,75,0.6,0.4,"Poison","Flying","Frisk","Own Tempo","Unburden","None",4,1,4,2,0,8,1,4,4,4,4,1,8,8,8,4,4,2
"Rebble",45,25,65,75,55,80,7,0.3,"Rock","None","Levitate","Sniper","Solid Rock","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Tactite",70,40,65,100,65,95,16,0.8,"Rock","None","Levitate","Sniper","Technician","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Stratagem",90,60,65,120,70,130,45,0.9,"Rock","None","Levitate","Sniper","Technician","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Privatyke",45,25,65,75,55,80,35,1,"Water","Fighting","Technician","Unaware","None","None",4,4,8,4,4,2,2,4,2,2,2,8,8,8,2,4,2,8
"Arghonaut",105,110,95,70,100,75,151,1.7,"Water","Fighting","Technician","Unaware","None","None",4,4,8,4,4,2,2,4,2,2,2,8,8,8,2,4,2,8
"Kitsunoh",80,103,85,55,80,110,51,1.1,"Steel","Ghost","Frisk","Iron Fist","Limber","None",0,0,2,0,8,2,1,8,2,8,4,2,4,2,2,2,8,2
"Cyclohm",108,60,118,112,70,80,59,1.6,"Electric","Dragon","Damp","Shield Dust","Static","None",4,4,2,4,8,4,4,4,2,2,2,2,1,4,8,8,4,8
"Colossoil",133,122,72,71,72,95,683.6,2.6,"Dark","Ground","Guts","Rebound","Unnerve","None",4,8,4,2,4,2,8,2,4,4,8,8,0,0,8,4,2,8
"Krilowatt",151,84,73,83,74,105,10.6,0.7,"Electric","Water","Magic Guard","Minus","Trace","None",4,4,2,4,8,4,4,4,1,2,2,8,4,4,2,4,4,4
"Voodoll",55,40,55,75,50,70,25,1,"Normal","Dark","Lightning Rod","Volt Absorb","None","None",4,16,4,4,4,4,8,0,4,4,4,4,4,0,4,4,2,8
"Voodoom",90,85,80,105,80,110,75.5,2,"Fighting","Dark","Cursed Body","Lightning Rod","Volt Absorb","None",4,8,8,4,4,2,4,2,4,4,4,4,4,0,4,4,1,16
"Scratchet",55,85,80,20,70,40,20,0.5,"Normal","Fighting","Prankster","Scrappy","Vital Spirit","None",4,8,8,4,4,2,2,0,4,4,4,4,4,8,4,4,2,8
"Tomohawk",105,60,90,115,80,85,37.2,1.27,"Flying","Fighting","Intimidate","Justified","Prankster","None",4,2,8,4,0,4,1,4,4,4,4,2,8,8,8,4,2,8
"Necturine",50,46,69,60,50,75,1.8,0.3,"Grass","Ghost","Anticipation","Telepathy","None","None",0,0,8,4,2,4,4,8,4,8,2,2,2,4,8,4,8,4
"Necturna",64,120,100,85,120,58,49.6,1.65,"Grass","Ghost","Forewarn","Telepathy","None","None",0,0,8,4,2,4,4,8,4,8,2,2,2,4,8,4,8,4
"Mollux",95,45,83,131,105,76,41,1.2,"Fire","Poison","Dry Skin","Illuminate","None","None",4,2,4,2,16,8,1,4,2,2,8,1,4,8,2,4,4,1
"Cupra",50,60,49,67,30,44,4.8,0.5,"Bug","Psychic","Keen Eye","Magic Guard","Shield Dust","None",4,1,8,4,2,8,8,8,4,8,4,2,4,2,4,4,8,4
"Argalis",60,90,89,87,40,54,341.4,1.3,"Bug","Psychic","Compound Eyes","Overcoat","Shed Skin","None",4,1,8,4,2,8,8,8,4,8,4,2,4,2,4,4,8,4
"Aurumoth",110,120,99,117,60,94,193,2.1,"Bug","Psychic","Light Metal","No Guard","Weak Armor","None",4,1,8,4,2,8,8,8,4,8,4,2,4,2,4,4,8,4
"Brattler",80,70,40,20,90,30,11.5,1.8,"Dark","Grass","Harvest","Infiltrator","Rattled","None",4,8,8,8,2,4,16,2,4,8,2,2,2,0,8,4,2,8
"Malaconda",115,100,60,40,130,55,108.8,5.5,"Dark","Grass","Drought","Harvest","Infiltrator","None",4,8,8,8,2,4,16,2,4,8,2,2,2,0,8,4,2,8
"Cawdet",35,72,85,40,55,88,25,0.76,"Steel","Flying","Big Pecks","Keen Eye","Volt Absorb","None",2,4,2,0,0,4,1,4,2,8,4,1,8,2,4,2,4,2
"Cawmodore",50,92,130,65,75,118,37,1.7,"Steel","Flying","Big Pecks","Intimidate","Volt Absorb","None",2,4,2,0,0,4,1,4,2,8,4,1,8,2,4,2,4,2
"Volkritter",60,30,50,80,60,70,15,0.3,"Water","Fire","Anticipation","Infiltrator","Unnerve","None",4,4,4,4,8,8,2,4,1,1,4,4,8,4,1,4,4,2
"Volkraken",100,45,80,135,100,95,44.5,1.3,"Water","Fire","Analytic","Infiltrator","Pressure","None",4,4,4,4,8,8,2,4,1,1,4,4,8,4,1,4,4,2
"Snugglow",40,37,79,91,68,70,6,1.2,"Electric","Poison","Storm Drain","Telepathy","Vital Spirit","None",4,2,2,2,16,4,2,4,2,4,4,2,2,8,4,4,4,2
"Plasmanta",60,57,119,131,98,100,460,7,"Electric","Poison","Storm Drain","Telepathy","Vital Spirit","None",4,2,2,2,16,4,2,4,2,4,4,2,2,8,4,4,4,2
"Floatoy",48,70,40,70,30,77,1.9,0.8,"Water","Steel","Heatproof","Swift Swim","Water Veil","None",2,8,2,0,8,2,2,4,1,4,2,4,8,2,1,2,4,2
"Caimanoe",73,85,65,80,40,87,72.5,1.4,"Water","Steel","Heatproof","Light Metal","Water Veil","None",2,8,2,0,8,2,2,4,1,4,2,4,8,2,1,2,4,2
"Naviathan",103,110,90,95,65,97,510,3,"Water","Steel","Guts","Heatproof","Light Metal","None",2,8,2,0,8,2,2,4,1,4,2,4,8,2,1,2,4,2
"Crucibelle",106,105,65,75,85,104,23.6,1.3,"Rock","Poison","Liquid Ooze","Mold Breaker","Regenerator","None",2,4,2,1,16,4,2,4,8,2,8,4,4,8,4,4,4,2
"Pluffle",74,38,51,65,78,49,1.8,0.8,"Fairy","None","Aroma Veil","Friend Guard","Natural Cure","None",4,2,4,8,4,4,2,4,8,4,4,4,4,4,4,0,2,4
"Kerfluffle",84,78,86,115,88,119,24.2,2.1,"Fairy","Fighting","Aroma Veil","Friend Guard","Natural Cure","None",4,2,8,8,4,2,1,4,8,4,4,4,4,8,4,0,1,8
"Pajantom",84,133,71,51,111,101,3.1,1.1,"Dragon","Ghost","Comatose","None","None","None",0,0,4,2,4,4,2,8,4,2,2,2,2,4,8,8,8,8
"Mumbao",55,30,64,87,73,66,250,1,"Grass","Fairy","Overcoat","Solar Power","Trace","None",4,2,8,16,2,4,4,4,8,8,2,2,2,4,8,0,2,4
"Jumbao",92,63,97,124,104,96,600,2.4,"Grass","Fairy","Drought","Overcoat","Trace","None",4,2,8,16,2,4,4,4,8,8,2,2,2,4,8,0,2,4
"Caribolt",84,106,82,77,80,106,140,2.5,"Grass","Electric","Galvanize","Overgrow","None","None",4,4,4,8,4,4,8,4,2,8,2,2,1,4,8,4,4,4
"Smokomodo",88,116,67,88,78,97,205,2.2,"Fire","Ground","Blaze","Technician","None","None",4,4,4,2,8,4,2,4,2,2,16,4,0,4,4,4,4,2
